10053,2010-02-22,22,9,2,February,2010
10054,2010-02-23,23,9,2,February,2010
10055,2010-02-24,24,9,2,February,2010
10056,2010-02-25,25,9,2,February,2010
10057,2010-02-26,26,9,2,February,2010
10058,2010-02-27,27,9,2,February,2010
10059,2010-02-28,28,10,2,February,2010
10060,2010-03-01,1,10,3,March,2010
10061,2010-03-02,2,10,3,March,2010
10062,2010-03-03,3,10,3,March,2010
10063,2010-03-04,4,10,3,March,2010
10064,2010-03-05,5,10,3,March,2010
10065,2010-03-06,6,10,3,March,2010
10066,2010-03-07,7,11,3,March,2010
10067,2010-03-08,8,11,3,March,2010
10068,2010-03-09,9,11,3,March,2010
10069,2010-03-10,10,11,3,March,2010
10070,2010-03-11,11,11,3,March,2010
10071,2010-03-12,12,11,3,March,2010
10072,2010-03-13,13,11,3,March,2010
10073,2010-03-14,14,12,3,March,2010
10074,2010-03-15,15,12,3,March,2010
10075,2010-03-16,16,12,3,March,2010
10076,2010-03-17,17,12,3,March,2010
10077,2010-03-18,18,12,3,March,2010
10078,2010-03-19,19,12,3,March,2010
10079,2010-03-20,20,12,3,March,2010
10080,2010-03-21,21,13,3,March,2010
10081,2010-03-22,22,13,3,March,2010
10082,2010-03-23,23,13,3,March,2010
10083,2010-03-24,24,13,3,March,2010
10084,2010-03-25,25,13,3,March,2010
10085,2010-03-26,26,13,3,March,2010
10086,2010-03-27,27,13,3,March,2010
10087,2010-03-28,28,14,3,March,2010
10088,2010-03-29,29,14,3,March,2010
10089,2010-03-30,30,14,3,March,2010
10090,2010-03-31,31,14,3,March,2010
10091,2010-04-01,1,14,4,April,2010
10092,2010-04-02,2,14,4,April,2010
10093,2010-04-03,3,14,4,April,2010
10094,2010-04-04,4,15,4,April,2010
10095,2010-04-05,5,15,4,April,2010
10096,2010-04-06,6,15,4,April,2010
10097,2010-04-07,7,15,4,April,2010
10098,2010-04-08,8,15,4,April,2010
10099,2010-04-09,9,15,4,April,2010
10100,2010-04-10,10,15,4,April,2010
10101,2010-04-11,11,16,4,April,2010
10102,2010-04-12,12,16,4,April,2010
10103,2010-04-13,13,16,4,April,2010
10104,2010-04-14,14,16,4,April,2010
10105,2010-04-15,15,16,4,April,2010
10106,2010-04-16,16,16,4,April,2010
10107,2010-04-17,17,16,4,April,2010
10108,2010-04-18,18,17,4,April,2010
10109,2010-04-19,19,17,4,April,2010
10110,2010-04-20,20,17,4,April,2010
10111,2010-04-21,21,17,4,April,2010
10112,2010-04-22,22,17,4,April,2010
10113,2010-04-23,23,17,4,April,2010
10114,2010-04-24,24,17,4,April,2010
10115,2010-04-25,25,18,4,April,2010
10116,2010-04-26,26,18,4,April,2010
10117,2010-04-27,27,18,4,April,2010
10118,2010-04-28,28,18,4,April,2010
10119,2010-04-29,29,18,4,April,2010
10120,2010-04-30,30,18,4,April,2010
10121,2010-05-01,1,18,5,May,2010
10122,2010-05-02,2,19,5,May,2010
10123,2010-05-03,3,19,5,May,2010
10124,2010-05-04,4,19,5,May,2010
10125,2010-05-05,5,19,5,May,2010
10126,2010-05-06,6,19,5,May,2010
10127,2010-05-07,7,19,5,May,2010
10128,2010-05-08,8,19,5,May,2010
10129,2010-05-09,9,20,5,May,2010
10130,2010-05-10,10,20,5,May,2010
10131,2010-05-11,11,20,5,May,2010
10132,2010-05-12,12,20,5,May,2010
10133,2010-05-13,13,20,5,May,2010
10134,2010-05-14,14,20,5,May,2010
10135,2010-05-15,15,20,5,May,2010
10136,2010-05-16,16,21,5,May,2010
10137,2010-05-17,17,21,5,May,2010
10138,2010-05-18,18,21,5,May,2010
10139,2010-05-19,19,21,5,May,2010
10140,2010-05-20,20,21,5,May,2010
10141,2010-05-21,21,21,5,May,2010
10142,2010-05-22,22,21,5,May,2010
10143,2010-05-23,23,22,5,May,2010
10144,2010-05-24,24,22,5,May,2010
10145,2010-05-25,25,22,5,May,2010
10146,2010-05-26,26,22,5,May,2010
10147,2010-05-27,27,22,5,May,2010
10148,2010-05-28,28,22,5,May,2010
10149,2010-05-29,29,22,5,May,2010
10150,2010-05-30,30,23,5,May,2010
10151,2010-05-31,31,23,5,May,2010
10152,2010-06-01,1,23,6,June,2010
10153,2010-06-02,2,23,6,June,2010
10154,2010-06-03,3,23,6,June,2010
10155,2010-06-04,4,23,6,June,2010
10156,2010-06-05,5,23,6,June,2010
10157,2010-06-06,6,24,6,June,2010
10158,2010-06-07,7,24,6,June,2010
10159,2010-06-08,8,24,6,June,2010
10160,2010-06-09,9,24,6,June,2010
10161,2010-06-10,10,24,6,June,2010
10162,2010-06-11,11,24,6,June,2010
10163,2010-06-12,12,24,6,June,2010
10164,2010-06-13,13,25,6,June,2010
10165,2010-06-14,14,25,6,June,2010
10166,2010-06-15,15,25,6,June,2010
10167,2010-06-16,16,25,6,June,2010
10168,2010-06-17,17,25,6,June,2010
10169,2010-06-18,18,25,6,June,2010
10170,2010-06-19,19,25,6,June,2010
10171,2010-06-20,20,26,6,June,2010
10172,2010-06-21,21,26,6,June,2010
10173,2010-06-22,22,26,6,June,2010
10174,2010-06-23,23,26,6,June,2010
10175,2010-06-24,24,26,6,June,2010
10176,2010-06-25,25,26,6,June,2010
10177,2010-06-26,26,26,6,June,2010
10178,2010-06-27,27,27,6,June,2010
10179,2010-06-28,28,27,6,June,2010
10180,2010-06-29,29,27,6,June,2010
10181,2010-06-30,30,27,6,June,2010
10182,2010-07-01,1,27,7,July,2010
10183,2010-07-02,2,27,7,July,2010
10184,2010-07-03,3,27,7,July,2010
10185,2010-07-04,4,28,7,July,2010
10186,2010-07-05,5,28,7,July,2010
10187,2010-07-06,6,28,7,July,2010
10188,2010-07-07,7,28,7,July,2010
10189,2010-07-08,8,28,7,July,2010
10190,2010-07-09,9,28,7,July,2010
10191,2010-07-10,10,28,7,July,2010
10192,2010-07-11,11,29,7,July,2010
10193,2010-07-12,12,29,7,July,2010
10194,2010-07-13,13,29,7,July,2010
10195,2010-07-14,14,29,7,July,2010
10196,2010-07-15,15,29,7,July,2010
10197,2010-07-16,16,29,7,July,2010
10198,2010-07-17,17,29,7,July,2010
10199,2010-07-18,18,30,7,July,2010
10200,2010-07-19,19,30,7,July,2010
10201,2010-07-20,20,30,7,July,2010
10202,2010-07-21,21,30,7,July,2010
10203,2010-07-22,22,30,7,July,2010
10204,2010-07-23,23,30,7,July,2010
10205,2010-07-24,24,30,7,July,2010
10206,2010-07-25,25,31,7,July,2010
10207,2010-07-26,26,31,7,July,2010
10208,2010-07-27,27,31,7,July,2010
10209,2010-07-28,28,31,7,July,2010
10210,2010-07-29,29,31,7,July,2010
10211,2010-07-30,30,31,7,July,2010
10212,2010-07-31,31,31,7,July,2010
10213,2010-08-01,1,32,8,August,2010
10214,2010-08-02,2,32,8,August,2010
10215,2010-08-03,3,32,8,August,2010
10216,2010-08-04,4,32,8,August,2010
10217,2010-08-05,5,32,8,August,2010
10218,2010-08-06,6,32,8,August,2010
10219,2010-08-07,7,32,8,August,2010
10220,2010-08-08,8,33,8,August,2010
10221,2010-08-09,9,33,8,August,2010
10222,2010-08-10,10,33,8,August,2010
10223,2010-08-11,11,33,8,August,2010
10224,2010-08-12,12,33,8,August,2010
10225,2010-08-13,13,33,8,August,2010
10226,2010-08-14,14,33,8,August,2010
10227,2010-08-15,15,34,8,August,2010
10228,2010-08-16,16,34,8,August,2010
10229,2010-08-17,17,34,8,August,2010
10230,2010-08-18,18,34,8,August,2010
10231,2010-08-19,19,34,8,August,2010
10232,2010-08-20,20,34,8,August,2010
10233,2010-08-21,21,34,8,August,2010
10234,2010-08-22,22,35,8,August,2010
10235,2010-08-23,23,35,8,August,2010
10236,2010-08-24,24,35,8,August,2010
10237,2010-08-25,25,35,8,August,2010
10238,2010-08-26,26,35,8,August,2010
10239,2010-08-27,27,35,8,August,2010
10240,2010-08-28,28,35,8,August,2010
10241,2010-08-29,29,36,8,August,2010
10242,2010-08-30,30,36,8,August,2010
10243,2010-08-31,31,36,8,August,2010
10244,2010-09-01,1,36,9,September,2010
10245,2010-09-02,2,36,9,September,2010
10246,2010-09-03,3,36,9,September,2010
10247,2010-09-04,4,36,9,September,2010
10248,2010-09-05,5,37,9,September,2010
10249,2010-09-06,6,37,9,September,2010
10250,2010-09-07,7,37,9,September,2010
10251,2010-09-08,8,37,9,September,2010
10252,2010-09-09,9,37,9,September,2010
10253,2010-09-10,10,37,9,September,2010
10254,2010-09-11,11,37,9,September,2010
10255,2010-09-12,12,38,9,September,2010
10256,2010-09-13,13,38,9,September,2010
10257,2010-09-14,14,38,9,September,2010
10258,2010-09-15,15,38,9,September,2010
10259,2010-09-16,16,38,9,September,2010
10260,2010-09-17,17,38,9,September,2010
10261,2010-09-18,18,38,9,September,2010
10262,2010-09-19,19,39,9,September,2010
10263,2010-09-20,20,39,9,September,2010
10264,2010-09-21,21,39,9,September,2010
10265,2010-09-22,22,39,9,September,2010
10266,2010-09-23,23,39,9,September,2010
10267,2010-09-24,24,39,9,September,2010
10268,2010-09-25,25,39,9,September,2010
10269,2010-09-26,26,40,9,September,2010
10270,2010-09-27,27,40,9,September,2010
10271,2010-09-28,28,40,9,September,2010
10272,2010-09-29,29,40,9,September,2010
10273,2010-09-30,30,40,9,September,2010
10274,2010-10-01,1,40,10,October,2010
10275,2010-10-02,2,40,10,October,2010
10276,2010-10-03,3,41,10,October,2010
10277,2010-10-04,4,41,10,October,2010
10278,2010-10-05,5,41,10,October,2010
10279,2010-10-06,6,41,10,October,2010
10280,2010-10-07,7,41,10,October,2010
10281,2010-10-08,8,41,10,October,2010
10282,2010-10-09,9,41,10,October,2010
10283,2010-10-10,10,42,10,October,2010
10284,2010-10-11,11,42,10,October,2010
10285,2010-10-12,12,42,10,October,2010
10286,2010-10-13,13,42,10,October,2010
10287,2010-10-14,14,42,10,October,2010
10288,2010-10-15,15,42,10,October,2010
10289,2010-10-16,16,42,10,October,2010
10290,2010-10-17,17,43,10,October,2010
10291,2010-10-18,18,43,10,October,2010
10292,2010-10-19,19,43,10,October,2010
10293,2010-10-20,20,43,10,October,2010
10294,2010-10-21,21,43,10,October,2010
10295,2010-10-22,22,43,10,October,2010
10296,2010-10-23,23,43,10,October,2010
10297,2010-10-24,24,44,10,October,2010
10298,2010-10-25,25,44,10,October,2010
10299,2010-10-26,26,44,10,October,2010
10300,2010-10-27,27,44,10,October,2010
10301,2010-10-28,28,44,10,October,2010
10302,2010-10-29,29,44,10,October,2010
10303,2010-10-30,30,44,10,October,2010
10304,2010-10-31,31,45,10,October,2010
10305,2010-11-01,1,45,11,November,2010
10306,2010-11-02,2,45,11,November,2010
10307,2010-11-03,3,45,11,November,2010
10308,2010-11-04,4,45,11,November,2010
10309,2010-11-05,5,45,11,November,2010
10310,2010-11-06,6,45,11,November,2010
10311,2010-11-07,7,46,11,November,2010
10312,2010-11-08,8,46,11,November,2010
10313,2010-11-09,9,46,11,November,2010
10314,2010-11-10,10,46,11,November,2010
10315,2010-11-11,11,46,11,November,2010
10316,2010-11-12,12,46,11,November,2010
10317,2010-11-13,13,46,11,November,2010
10318,2010-11-14,14,47,11,November,2010
10319,2010-11-15,15,47,11,November,2010
10320,2010-11-16,16,47,11,November,2010
10321,2010-11-17,17,47,11,November,2010
10322,2010-11-18,18,47,11,November,2010
10323,2010-11-19,19,47,11,November,2010
10324,2010-11-20,20,47,11,November,2010
10325,2010-11-21,21,48,11,November,2010
10326,2010-11-22,22,48,11,November,2010
10327,2010-11-23,23,48,11,November,2010
10328,2010-11-24,24,48,11,November,2010
10329,2010-11-25,25,48,11,November,2010
10330,2010-11-26,26,48,11,November,2010
10331,2010-11-27,27,48,11,November,2010
10332,2010-11-28,28,49,11,November,2010
10333,2010-11-29,29,49,11,November,2010
10334,2010-11-30,30,49,11,November,2010
10335,2010-12-01,1,49,12,December,2010
10336,2010-12-02,2,49,12,December,2010
10337,2010-12-03,3,49,12,December,2010
10338,2010-12-04,4,49,12,December,2010
10339,2010-12-05,5,50,12,December,2010
10340,2010-12-06,6,50,12,December,2010
10341,2010-12-07,7,50,12,December,2010
10342,2010-12-08,8,50,12,December,2010
10343,2010-12-09,9,50,12,December,2010
10344,2010-12-10,10,50,12,December,2010
10345,2010-12-11,11,50,12,December,2010
10346,2010-12-12,12,51,12,December,2010
10347,2010-12-13,13,51,12,December,2010
10348,2010-12-14,14,51,12,December,2010
10349,2010-12-15,15,51,12,December,2010
10350,2010-12-16,16,51,12,December,2010
10351,2010-12-17,17,51,12,December,2010
10352,2010-12-18,18,51,12,December,2010
10353,2010-12-19,19,52,12,December,2010
10354,2010-12-20,20,52,12,December,2010
10355,2010-12-21,21,52,12,December,2010
10356,2010-12-22,22,52,12,December,2010
10357,2010-12-23,23,52,12,December,2010
10358,2010-12-24,24,52,12,December,2010
10359,2010-12-25,25,52,12,December,2010
10360,2010-12-26,26,53,12,December,2010
10361,2010-12-27,27,53,12,December,2010
10362,2010-12-28,28,53,12,December,2010
10363,2010-12-29,29,53,12,December,2010
10364,2010-12-30,30,53,12,December,2010
10365,2010-12-31,31,53,12,December,2010
10366,2011-01-01,1,1,1,January,2011
10367,2011-01-02,2,2,1,January,2011
10368,2011-01-03,3,2,1,January,2011
10369,2011-01-04,4,2,1,January,2011
10370,2011-01-05,5,2,1,January,2011
10371,2011-01-06,6,2,1,January,2011
10372,2011-01-07,7,2,1,January,2011
10373,2011-01-08,8,2,1,January,2011
10374,2011-01-09,9,3,1,January,2011
10375,2011-01-10,10,3,1,January,2011
10376,2011-01-11,11,3,1,January,2011
10377,2011-01-12,12,3,1,January,2011
10378,2011-01-13,13,3,1,January,2011
10379,2011-01-14,14,3,1,January,2011
10380,2011-01-15,15,3,1,January,2011
10381,2011-01-16,16,4,1,January,2011
10382,2011-01-17,17,4,1,January,2011
10383,2011-01-18,18,4,1,January,2011
10384,2011-01-19,19,4,1,January,2011
10385,2011-01-20,20,4,1,January,2011
10386,2011-01-21,21,4,1,January,2011
10387,2011-01-22,22,4,1,January,2011
10388,2011-01-23,23,5,1,January,2011
10389,2011-01-24,24,5,1,January,2011
10390,2011-01-25,25,5,1,January,2011
10391,2011-01-26,26,5,1,January,2011
10392,2011-01-27,27,5,1,January,2011
10393,2011-01-28,28,5,1,January,2011
10394,2011-01-29,29,5,1,January,2011
10395,2011-01-30,30,6,1,January,2011
10396,2011-01-31,31,6,1,January,2011
10397,2011-02-01,1,6,2,February,2011
10398,2011-02-02,2,6,2,February,2011
10399,2011-02-03,3,6,2,February,2011
10400,2011-02-04,4,6,2,February,2011
10401,2011-02-05,5,6,2,February,2011
10402,2011-02-06,6,7,2,February,2011
10403,2011-02-07,7,7,2,February,2011
10404,2011-02-08,8,7,2,February,2011
10405,2011-02-09,9,7,2,February,2011
10406,2011-02-10,10,7,2,February,2011
10407,2011-02-11,11,7,2,February,2011
10408,2011-02-12,12,7,2,February,2011
10409,2011-02-13,13,8,2,February,2011
10410,2011-02-14,14,8,2,February,2011
10411,2011-02-15,15,8,2,February,2011
10412,2011-02-16,16,8,2,February,2011
10413,2011-02-17,17,8,2,February,2011
10414,2011-02-18,18,8,2,February,2011
10415,2011-02-19,19,8,2,February,2011
10416,2011-02-20,20,9,2,February,2011
10417,2011-02-21,21,9,2,February,2011
10418,2011-02-22,22,9,2,February,2011
10419,2011-02-23,23,9,2,February,2011
10420,2011-02-24,24,9,2,February,2011
10421,2011-02-25,25,9,2,February,2011
10422,2011-02-26,26,9,2,February,2011
10423,2011-02-27,27,10,2,February,2011
10424,2011-02-28,28,10,2,February,2011
10425,2011-03-01,1,10,3,March,2011
10426,2011-03-02,2,10,3,March,2011
10427,2011-03-03,3,10,3,March,2011
10428,2011-03-04,4,10,3,March,2011
10429,2011-03-05,5,10,3,March,2011
10430,2011-03-06,6,11,3,March,2011
10431,2011-03-07,7,11,3,March,2011
10432,2011-03-08,8,11,3,March,2011
10433,2011-03-09,9,11,3,March,2011
10434,2011-03-10,10,11,3,March,2011
10435,2011-03-11,11,11,3,March,2011
10436,2011-03-12,12,11,3,March,2011
10437,2011-03-13,13,12,3,March,2011
10438,2011-03-14,14,12,3,March,2011
10439,2011-03-15,15,12,3,March,2011
10440,2011-03-16,16,12,3,March,2011
10441,2011-03-17,17,12,3,March,2011
10442,2011-03-18,18,12,3,March,2011
10443,2011-03-19,19,12,3,March,2011
10444,2011-03-20,20,13,3,March,2011
10445,2011-03-21,21,13,3,March,2011
10446,2011-03-22,22,13,3,March,2011
10447,2011-03-23,23,13,3,March,2011
10448,2011-03-24,24,13,3,March,2011
10449,2011-03-25,25,13,3,March,2011
10450,2011-03-26,26,13,3,March,2011
10451,2011-03-27,27,14,3,March,2011
10452,2011-03-28,28,14,3,March,2011
10453,2011-03-29,29,14,3,March,2011
10454,2011-03-30,30,14,3,March,2011
10455,2011-03-31,31,14,3,March,2011
10456,2011-04-01,1,14,4,April,2011
10457,2011-04-02,2,14,4,April,2011
10458,2011-04-03,3,15,4,April,2011
10459,2011-04-04,4,15,4,April,2011
10460,2011-04-05,5,15,4,April,2011
10461,2011-04-06,6,15,4,April,2011
10462,2011-04-07,7,15,4,April,2011
10463,2011-04-08,8,15,4,April,2011
10464,2011-04-09,9,15,4,April,2011
10465,2011-04-10,10,16,4,April,2011
10466,2011-04-11,11,16,4,April,2011
10467,2011-04-12,12,16,4,April,2011
10468,2011-04-13,13,16,4,April,2011
10469,2011-04-14,14,16,4,April,2011
10470,2011-04-15,15,16,4,April,2011
10471,2011-04-16,16,16,4,April,2011
10472,2011-04-17,17,17,4,April,2011
10473,2011-04-18,18,17,4,April,2011
10474,2011-04-19,19,17,4,April,2011
10475,2011-04-20,20,17,4,April,2011
10476,2011-04-21,21,17,4,April,2011
10477,2011-04-22,22,17,4,April,2011
10478,2011-04-23,23,17,4,April,2011
10479,2011-04-24,24,18,4,April,2011
10480,2011-04-25,25,18,4,April,2011
10481,2011-04-26,26,18,4,April,2011
10482,2011-04-27,27,18,4,April,2011
10483,2011-04-28,28,18,4,April,2011
10484,2011-04-29,29,18,4,April,2011
10485,2011-04-30,30,18,4,April,2011
10486,2011-05-01,1,19,5,May,2011
10487,2011-05-02,2,19,5,May,2011
10488,2011-05-03,3,19,5,May,2011
10489,2011-05-04,4,19,5,May,2011
10490,2011-05-05,5,19,5,May,2011
10491,2011-05-06,6,19,5,May,2011
10492,2011-05-07,7,19,5,May,2011
10493,2011-05-08,8,20,5,May,2011
10494,2011-05-09,9,20,5,May,2011
10495,2011-05-10,10,20,5,May,2011
10496,2011-05-11,11,20,5,May,2011
10497,2011-05-12,12,20,5,May,2011
10498,2011-05-13,13,20,5,May,2011
10499,2011-05-14,14,20,5,May,2011
10500,2011-05-15,15,21,5,May,2011
10501,2011-05-16,16,21,5,May,2011
10502,2011-05-17,17,21,5,May,2011
10503,2011-05-18,18,21,5,May,2011
10504,2011-05-19,19,21,5,May,2011
10505,2011-05-20,20,21,5,May,2011
10506,2011-05-21,21,21,5,May,2011
10507,2011-05-22,22,22,5,May,2011
10508,2011-05-23,23,22,5,May,2011
10509,2011-05-24,24,22,5,May,2011
10510,2011-05-25,25,22,5,May,2011
10511,2011-05-26,26,22,5,May,2011
10512,2011-05-27,27,22,5,May,2011
10513,2011-05-28,28,22,5,May,2011
10514,2011-05-29,29,23,5,May,2011
10515,2011-05-30,30,23,5,May,2011
10516,2011-05-31,31,23,5,May,2011
10517,2011-06-01,1,23,6,June,2011
10518,2011-06-02,2,23,6,June,2011
10519,2011-06-03,3,23,6,June,2011
10520,2011-06-04,4,23,6,June,2011
10521,2011-06-05,5,24,6,June,2011
10522,2011-06-06,6,24,6,June,2011
10523,2011-06-07,7,24,6,June,2011
10524,2011-06-08,8,24,6,June,2011
10525,2011-06-09,9,24,6,June,2011
10526,2011-06-10,10,24,6,June,2011
10527,2011-06-11,11,24,6,June,2011
10528,2011-06-12,12,25,6,June,2011
10529,2011-06-13,13,25,6,June,2011
10530,2011-06-14,14,25,6,June,2011
10531,2011-06-15,15,25,6,June,2011
10532,2011-06-16,16,25,6,June,2011
10533,2011-06-17,17,25,6,June,2011
10534,2011-06-18,18,25,6,June,2011
10535,2011-06-19,19,26,6,June,2011
10536,2011-06-20,20,26,6,June,2011
10537,2011-06-21,21,26,6,June,2011
10538,2011-06-22,22,26,6,June,2011
10539,2011-06-23,23,26,6,June,2011
10540,2011-06-24,24,26,6,June,2011
10541,2011-06-25,25,26,6,June,2011
10542,2011-06-26,26,27,6,June,2011
10543,2011-06-27,27,27,6,June,2011
10544,2011-06-28,28,27,6,June,2011
10545,2011-06-29,29,27,6,June,2011
10546,2011-06-30,30,27,6,June,2011
10547,2011-07-01,1,27,7,July,2011
10548,2011-07-02,2,27,7,July,2011
10549,2011-07-03,3,28,7,July,2011
10550,2011-07-04,4,28,7,July,2011
10551,2011-07-05,5,28,7,July,2011
10552,2011-07-06,6,28,7,July,2011
10553,2011-07-07,7,28,7,July,2011
10554,2011-07-08,8,28,7,July,2011
10555,2011-07-09,9,28,7,July,2011
10556,2011-07-10,10,29,7,July,2011
10557,2011-07-11,11,29,7,July,2011
10558,2011-07-12,12,29,7,July,2011
10559,2011-07-13,13,29,7,July,2011
10560,2011-07-14,14,29,7,July,2011
10561,2011-07-15,15,29,7,July,2011
10562,2011-07-16,16,29,7,July,2011
10563,2011-07-17,17,30,7,July,2011
10564,2011-07-18,18,30,7,July,2011
10565,2011-07-19,19,30,7,July,2011
10566,2011-07-20,20,30,7,July,2011
10567,2011-07-21,21,30,7,July,2011
10568,2011-07-22,22,30,7,July,2011
10569,2011-07-23,23,30,7,July,2011
10570,2011-07-24,24,31,7,July,2011
10571,2011-07-25,25,31,7,July,2011
10572,2011-07-26,26,31,7,July,2011
10573,2011-07-27,27,31,7,July,2011
10574,2011-07-28,28,31,7,July,2011
10575,2011-07-29,29,31,7,July,2011
10576,2011-07-30,30,31,7,July,2011
10577,2011-07-31,31,32,7,July,2011
10578,2011-08-01,1,32,8,August,2011
10579,2011-08-02,2,32,8,August,2011
10580,2011-08-03,3,32,8,August,2011
10581,2011-08-04,4,32,8,August,2011
10582,2011-08-05,5,32,8,August,2011
10583,2011-08-06,6,32,8,August,2011
10584,2011-08-07,7,33,8,August,2011
10585,2011-08-08,8,33,8,August,2011
10586,2011-08-09,9,33,8,August,2011
10587,2011-08-10,10,33,8,August,2011
10588,2011-08-11,11,33,8,August,2011
10589,2011-08-12,12,33,8,August,2011
10590,2011-08-13,13,33,8,August,2011
10591,2011-08-14,14,34,8,August,2011
10592,2011-08-15,15,34,8,August,2011
10593,2011-08-16,16,34,8,August,2011
10594,2011-08-17,17,34,8,August,2011
10595,2011-08-18,18,34,8,August,2011
10596,2011-08-19,19,34,8,August,2011
10597,2011-08-20,20,34,8,August,2011
10598,2011-08-21,21,35,8,August,2011
10599,2011-08-22,22,35,8,August,2011
10600,2011-08-23,23,35,8,August,2011
10601,2011-08-24,24,35,8,August,2011
10602,2011-08-25,25,35,8,August,2011
10603,2011-08-26,26,35,8,August,2011
10604,2011-08-27,27,35,8,August,2011
10605,2011-08-28,28,36,8,August,2011
10606,2011-08-29,29,36,8,August,2011
10607,2011-08-30,30,36,8,August,2011
10608,2011-08-31,31,36,8,August,2011
10609,2011-09-01,1,36,9,September,2011
10610,2011-09-02,2,36,9,September,2011
10611,2011-09-03,3,36,9,September,2011
10612,2011-09-04,4,37,9,September,2011
10613,2011-09-05,5,37,9,September,2011
10614,2011-09-06,6,37,9,September,2011
10615,2011-09-07,7,37,9,September,2011
10616,2011-09-08,8,37,9,September,2011
10617,2011-09-09,9,37,9,September,2011
10618,2011-09-10,10,37,9,September,2011
10619,2011-09-11,11,38,9,September,2011
10620,2011-09-12,12,38,9,September,2011
10621,2011-09-13,13,38,9,September,2011
10622,2011-09-14,14,38,9,September,2011
10623,2011-09-15,15,38,9,September,2011
10624,2011-09-16,16,38,9,September,2011
10625,2011-09-17,17,38,9,September,2011
10626,2011-09-18,18,39,9,September,2011
10627,2011-09-19,19,39,9,September,2011
10628,2011-09-20,20,39,9,September,2011
10629,2011-09-21,21,39,9,September,2011
10630,2011-09-22,22,39,9,September,2011
10631,2011-09-23,23,39,9,September,2011
10632,2011-09-24,24,39,9,September,2011
10633,2011-09-25,25,40,9,September,2011
10634,2011-09-26,26,40,9,September,2011
10635,2011-09-27,27,40,9,September,2011
10636,2011-09-28,28,40,9,September,2011
10637,2011-09-29,29,40,9,September,2011
10638,2011-09-30,30,40,9,September,2011
10639,2011-10-01,1,40,10,October,2011
10640,2011-10-02,2,41,10,October,2011
10641,2011-10-03,3,41,10,October,2011
10642,2011-10-04,4,41,10,October,2011
10643,2011-10-05,5,41,10,October,2011
10644,2011-10-06,6,41,10,October,2011
10645,2011-10-07,7,41,10,October,2011
10646,2011-10-08,8,41,10,October,2011
10647,2011-10-09,9,42,10,October,2011
10648,2011-10-10,10,42,10,October,2011
10649,2011-10-11,11,42,10,October,2011
10650,2011-10-12,12,42,10,October,2011
10651,2011-10-13,13,42,10,October,2011
10652,2011-10-14,14,42,10,October,2011
10653,2011-10-15,15,42,10,October,2011
10654,2011-10-16,16,43,10,October,2011
10655,2011-10-17,17,43,10,October,2011
10656,2011-10-18,18,43,10,October,2011
10657,2011-10-19,19,43,10,October,2011
10658,2011-10-20,20,43,10,October,2011
10659,2011-10-21,21,43,10,October,2011
10660,2011-10-22,22,43,10,October,2011
10661,2011-10-23,23,44,10,October,2011
10662,2011-10-24,24,44,10,October,2011
10663,2011-10-25,25,44,10,October,2011
10664,2011-10-26,26,44,10,October,2011
10665,2011-10-27,27,44,10,October,2011
10666,2011-10-28,28,44,10,October,2011
