68,11506,105,9,96,276.48,CAD
69,13338,105,5,38,379.24,CAD
70,12292,103,3,9,42.12,CAD
71,13024,105,5,8,79.84,CAD
72,11216,101,9,87,250.56,CAD
73,10212,106,8,25,498.5,CAD
74,10788,103,10,80,157.6,CAD
75,12097,104,1,29,144.42,CAD
76,11648,101,2,15,85.35,CAD
77,11505,103,8,42,837.48,CAD
78,11222,104,7,8,25.36,CAD
79,11958,106,7,86,272.62,CAD
80,10910,104,2,53,301.57,CAD
81,10607,104,6,1,14.56,CAD
82,11597,103,9,47,135.36,CAD
83,12646,102,8,89,1774.66,CAD
84,10841,104,6,43,626.08,CAD
85,10709,102,4,47,1269.0,CAD
86,12422,106,5,18,179.64,CAD
87,12803,101,6,36,524.16,CAD
88,10748,102,8,65,1296.1,CAD
89,13428,102,5,95,948.1,CAD
90,11526,106,9,65,187.2,CAD
91,10736,105,8,45,897.3,CAD
92,12680,104,4,80,2160.0,CAD
93,11594,104,8,37,737.78,CAD
94,12304,106,10,26,51.22,CAD
95,10560,101,9,43,123.84,CAD
96,13735,106,10,43,84.71,CAD
97,12573,102,6,32,465.92,CAD
98,11788,101,6,99,1441.44,CAD
99,11707,101,2,17,96.73,CAD
100,12659,106,7,48,152.16,CAD
101,11227,105,7,12,38.04,CAD
102,11280,104,1,46,229.08,CAD
103,10004,102,4,82,2214.0,CAD
104,12146,105,1,89,443.22,CAD
105,12049,103,2,73,415.37,CAD
106,11868,103,9,2,5.76,CAD
107,13555,101,9,71,204.48,CAD
108,14012,105,10,96,189.12,CAD
109,12560,103,9,90,259.2,CAD
110,12044,105,5,99,988.02,CAD
111,12309,105,3,39,182.52,CAD
112,11220,101,1,41,204.18,CAD
113,13260,104,9,9,25.92,CAD
114,11421,102,1,69,343.62,CAD
115,10735,103,8,33,658.02,CAD
116,13807,104,2,17,96.73,CAD
117,13816,105,3,73,341.64,CAD
118,12972,103,6,67,975.52,CAD
119,12612,101,8,97,1934.18,CAD
120,11190,104,6,6,87.36,CAD
121,11994,105,2,27,153.63,CAD
122,11524,104,8,38,757.72,CAD
123,10005,103,3,98,458.64,CAD
124,11457,101,4,50,1350.0,CAD
125,11071,105,1,26,129.48,CAD
126,12097,103,6,72,1048.32,CAD
127,10604,106,7,15,47.55,CAD
128,12321,103,8,48,957.12,CAD
129,10408,104,10,14,27.58,CAD
130,13754,104,8,5,99.7,CAD
131,13158,106,10,84,165.48,CAD
132,10427,101,6,25,364.0,CAD
133,10885,101,8,78,1555.32,CAD
134,13216,102,1,18,89.64,CAD
135,10209,102,2,43,244.67,CAD
136,10494,103,3,31,145.08,CAD
137,12015,103,10,10,19.7,CAD
138,11128,106,5,72,718.56,CAD
139,13902,102,2,64,364.16,CAD
140,11073,106,3,56,262.08,CAD
141,11479,104,8,24,478.56,CAD
142,10752,101,10,29,57.13,CAD
143,12402,103,3,37,173.16,CAD
144,10984,101,1,14,69.72,CAD
145,13972,102,1,3,14.94,CAD
146,11333,102,7,90,285.3,CAD
147,13939,102,8,74,1475.56,CAD
148,10812,105,7,64,202.88,CAD
149,12464,103,9,53,152.64,CAD
150,13515,102,3,45,210.6,CAD
151,13354,105,1,15,74.7,CAD
152,13589,104,2,68,386.92,CAD
153,11569,102,2,18,102.42,CAD
154,10710,106,8,67,1335.98,CAD
155,12211,105,9,22,63.36,CAD
156,13755,105,6,88,1281.28,CAD
157,10317,106,8,7,139.58,CAD
158,10044,103,3,75,351.0,CAD
159,10610,105,6,56,815.36,CAD
160,11163,103,7,4,12.68,CAD
161,11642,103,5,42,419.16,CAD
162,10175,105,8,62,1236.28,CAD
163,13718,106,10,70,137.9,CAD
164,12709,101,9,11,31.68,CAD
165,12348,103,6,65,946.4,CAD
166,10434,103,1,27,134.46,CAD
167,10795,103,3,86,402.48,CAD
168,10294,101,6,25,364.0,CAD
169,12588,106,1,10,49.8,CAD
170,12610,102,3,24,112.32,CAD
171,13309,103,2,64,364.16,CAD
172,11766,105,5,65,648.7,CAD
173,11569,104,4,31,837.0,CAD
174,11044,103,10,52,102.44,CAD
175,11826,104,3,75,351.0,CAD
176,10838,102,2,42,238.98,CAD
177,10769,106,7,73,231.41,CAD
178,11546,104,6,50,728.0,CAD
179,12200,102,9,73,210.24,CAD
180,12443,106,4,71,1917.0,CAD
181,13878,102,4,93,2511.0,CAD
182,10968,103,2,96,546.24,CAD
183,13750,101,6,76,1106.56,CAD
184,10106,105,7,96,304.32,CAD
185,11653,105,5,41,409.18,CAD
186,10376,101,4,8,216.0,CAD
187,12255,103,6,20,291.2,CAD
188,10667,102,8,76,1515.44,CAD
189,12121,101,1,41,204.18,CAD
190,11562,101,9,69,198.72,CAD
191,11913,105,5,66,658.68,CAD
192,13740,106,4,23,621.0,CAD
193,12968,101,4,78,2106.0,CAD
194,10313,104,10,64,126.08,CAD
195,12899,101,3,52,243.36,CAD
196,13064,105,7,65,206.05,CAD
197,11052,102,5,7,69.86,CAD
198,11806,105,3,2,9.36,CAD
199,10227,102,2,75,426.75,CAD
200,13985,106,5,42,419.16,CAD
201,11734,105,3,10,46.8,CAD
202,13791,103,5,73,728.54,CAD
203,12759,103,3,72,336.96,CAD
204,10096,102,9,15,43.2,CAD
205,11551,105,7,87,275.79,CAD
206,10351,106,8,76,1515.44,CAD
207,12560,102,4,26,702.0,CAD
208,11583,102,7,32,101.44,CAD
209,12179,104,4,15,405.0,CAD
210,10749,102,6,83,1208.48,CAD
211,12941,101,10,7,13.79,CAD
212,14016,106,4,72,1944.0,CAD
213,10765,101,1,71,353.58,CAD
214,12712,106,3,52,243.36,CAD
215,10728,105,7,26,82.42,CAD
216,11897,105,2,27,153.63,CAD
217,13364,106,3,53,248.04,CAD
218,13698,106,6,19,276.64,CAD
219,11921,103,2,81,460.89,CAD
220,10962,104,2,80,455.2,CAD
221,10286,103,10,62,122.14,CAD
222,11304,101,2,41,233.29,CAD
223,10799,105,4,44,1188.0,CAD
224,10970,106,3,91,425.88,CAD
225,13795,104,5,49,489.02,CAD
226,12923,103,6,70,1019.2,CAD
227,11239,103,10,50,98.5,CAD
228,13954,106,3,25,117.0,CAD
229,12579,102,3,62,290.16,CAD
230,10081,103,7,88,278.96,CAD
231,12848,106,8,67,1335.98,CAD
232,10683,102,10,57,112.29,CAD
233,13986,102,2,17,96.73,CAD
234,12114,101,3,13,60.84,CAD
235,13954,101,2,15,85.35,CAD
236,11865,106,8,69,1375.86,CAD
237,11351,102,6,63,917.28,CAD
238,13276,102,9,25,72.0,CAD
239,12939,103,2,47,267.43,CAD
240,12682,106,4,83,2241.0,CAD
241,12361,106,6,23,334.88,CAD
242,13180,106,8,78,1555.32,CAD
243,10815,106,1,74,368.52,CAD
244,13682,104,1,13,64.74,CAD
245,10625,105,1,22,109.56,CAD
246,13764,106,10,46,90.62,CAD
247,13246,105,2,31,176.39,CAD
248,10366,104,9,72,207.36,CAD
249,11621,103,10,71,139.87,CAD
250,10200,102,1,81,403.38,CAD
251,10161,104,10,36,70.92,CAD
252,11695,101,7,64,202.88,CAD
253,11471,101,3,95,444.6,CAD
254,10643,106,6,47,684.32,CAD
255,10826,103,5,19,189.62,CAD
256,11689,104,10,64,126.08,CAD
257,13703,105,5,54,538.92,CAD
258,12568,103,4,38,1026.0,CAD
259,13144,105,10,62,122.14,CAD
260,13959,101,5,84,838.32,CAD
261,11417,101,1,35,174.3,CAD
262,11521,106,9,38,109.44,CAD
263,11722,106,2,41,233.29,CAD
264,12903,103,5,4,39.92,CAD
265,12306,106,4,95,2565.0,CAD
266,10139,103,4,45,1215.0,CAD
267,13689,105,8,52,1036.88,CAD
268,11851,103,5,34,339.32,CAD
269,13361,103,5,46,459.08,CAD
270,11457,106,2,35,199.15,CAD
271,10226,103,9,92,264.96,CAD
272,11454,105,10,94,185.18,CAD
273,11497,106,6,85,1237.6,CAD
274,11961,106,5,16,159.68,CAD
275,13169,104,7,15,47.55,CAD
276,10497,103,3,14,65.52,CAD
277,12972,106,2,4,22.76,CAD
278,11709,105,6,16,232.96,CAD
279,13245,102,7,87,275.79,CAD
280,10762,105,10,9,17.73,CAD
281,13479,104,1,94,468.12,CAD
282,10136,103,3,49,229.32,CAD
283,11299,101,8,51,1016.94,CAD
284,11089,101,9,57,164.16,CAD
285,12330,105,3,10,46.8,CAD
286,13352,102,5,7,69.86,CAD
287,11391,101,3,71,332.28,CAD
288,12587,104,10,95,187.15,CAD
289,10407,103,4,74,1998.0,CAD
290,11008,103,9,62,178.56,CAD
291,10633,104,3,15,70.2,CAD
292,10680,105,3,92,430.56,CAD
293,13343,102,3,64,299.52,CAD
294,11837,103,3,29,135.72,CAD
295,12773,104,10,94,185.18,CAD
296,13240,104,1,7,34.86,CAD
297,13611,103,3,78,365.04,CAD
298,11862,103,5,2,19.96,CAD
299,10372,103,7,70,221.9,CAD
300,12941,101,3,91,425.88,CAD
301,11737,103,5,89,888.22,CAD
302,13337,102,7,55,174.35,CAD
303,13824,104,2,39,221.91,CAD
304,13645,101,6,2,29.12,CAD
305,10504,104,5,2,19.96,CAD
306,13296,101,4,3,81.0,CAD
307,10937,106,2,93,529.17,CAD
308,11374,104,10,35,68.95,CAD
309,13431,101,1,39,194.22,CAD
310,10135,104,4,84,2268.0,CAD
311,11132,106,1,43,214.14,CAD
312,10942,104,10,10,19.7,CAD
313,11856,105,9,97,279.36,CAD
314,12898,106,2,58,330.02,CAD
315,12173,102,8,29,578.26,CAD
316,10034,104,1,86,428.28,CAD
317,12460,102,1,55,273.9,CAD
318,12802,105,9,45,129.6,CAD
319,11926,103,2,93,529.17,CAD
320,12838,106,5,68,678.64,CAD
321,11400,106,7,70,221.9,CAD
322,11182,106,2,70,398.3,CAD
323,10789,101,7,49,155.33,CAD
324,12752,102,4,15,405.0,CAD
325,10708,106,8,98,1954.12,CAD
326,12213,104,8,17,338.98,CAD
327,12167,105,1,57,283.86,CAD
328,13565,106,2,41,233.29,CAD
329,10355,104,3,90,421.2,CAD
330,10615,102,9,4,11.52,CAD
331,13109,103,4,7,189.0,CAD
332,11018,102,1,64,318.72,CAD
333,12280,101,2,20,113.8,CAD
334,13857,106,4,35,945.0,CAD
335,12531,105,5,29,289.42,CAD
336,10862,106,10,63,124.11,CAD
337,11279,101,7,1,3.17,CAD
338,11251,101,8,41,817.54,CAD
339,12673,101,2,91,517.79,CAD
340,11078,101,8,80,1595.2,CAD
341,11058,104,3,61,285.48,CAD
342,11064,106,10,95,187.15,CAD
343,10017,101,2,99,563.31,CAD
344,11014,106,6,63,917.28,CAD
345,13192,105,1,19,94.62,CAD
346,10238,105,1,64,318.72,CAD
347,11229,103,4,47,1269.0,CAD
348,10390,106,6,73,1062.88,CAD
349,13048,101,9,61,175.68,CAD
350,13641,102,8,66,1316.04,CAD
351,11921,103,2,11,62.59,CAD
352,11034,105,6,94,1368.64,CAD
353,12600,106,1,4,19.92,CAD
354,13854,101,5,53,528.94,CAD
355,11028,104,9,45,129.6,CAD
356,11230,104,9,30,86.4,CAD
357,13808,102,1,6,29.88,CAD
358,11755,103,8,97,1934.18,CAD
359,12637,106,4,5,135.0,CAD
360,12376,106,6,70,1019.2,CAD
361,13139,103,6,69,1004.64,CAD
362,10473,103,7,63,199.71,CAD
363,13975,102,10,42,82.74,CAD
364,13236,106,9,15,43.2,CAD
365,12545,103,6,96,1397.76,CAD
366,13349,103,2,76,432.44,CAD
367,10957,101,10,17,33.49,CAD
368,10112,104,7,40,126.8,CAD
369,13739,104,3,30,140.4,CAD
370,12665,103,2,35,199.15,CAD
371,12215,104,5,52,518.96,CAD
372,12066,102,1,83,413.34,CAD
373,10978,101,1,35,174.3,CAD
374,13741,103,4,47,1269.0,CAD
375,13104,106,10,89,175.33,CAD
376,13960,102,6,21,305.76,CAD
377,12010,106,5,96,958.08,CAD
378,11033,105,7,8,25.36,CAD
379,10681,106,1,13,64.74,CAD
380,13733,101,10,95,187.15,CAD
381,12606,105,6,14,203.84,CAD
382,10085,106,10,35,68.95,CAD
383,13508,106,2,16,91.04,CAD
384,10438,104,4,52,1404.0,CAD
385,13562,104,6,43,626.08,CAD
386,13632,105,4,73,1971.0,CAD
387,12285,106,8,45,897.3,CAD
388,12380,105,5,44,439.12,CAD
389,12122,102,10,5,9.85,CAD
390,14010,105,6,35,509.6,CAD
391,13701,103,3,82,383.76,CAD
392,10890,103,6,65,946.4,CAD
393,11999,102,7,21,66.57,CAD
394,12386,105,5,99,988.02,CAD
395,11879,103,1,89,443.22,CAD
396,11064,105,3,87,407.16,CAD
397,12197,105,8,84,1674.96,CAD
398,13430,106,7,81,256.77,CAD
399,10837,102,4,25,675.0,CAD
400,11432,105,4,5,135.0,CAD
401,11432,103,8,18,358.92,CAD
402,11528,105,1,64,318.72,CAD
403,11931,105,1,63,313.74,CAD
404,11987,105,3,35,163.8,CAD
405,11672,103,3,88,411.84,CAD
406,12731,106,3,37,173.16,CAD
407,11307,101,6,20,291.2,CAD
408,13782,102,4,8,216.0,CAD
409,13292,104,1,73,363.54,CAD
410,13596,103,9,83,239.04,CAD
411,10898,101,10,71,139.87,CAD
412,10894,104,10,36,70.92,CAD
413,13205,106,4,94,2538.0,CAD
414,11973,101,4,53,1431.0,CAD
415,11083,104,4,52,1404.0,CAD
416,11777,105,5,48,479.04,CAD
417,10370,106,6,59,859.04,CAD
418,10025,102,7,52,164.84,CAD
419,10708,103,3,56,262.08,CAD
420,10227,104,8,18,358.92,CAD
421,13041,101,6,42,611.52,CAD
422,12602,105,7,96,304.32,CAD
423,13357,102,10,18,35.46,CAD
424,11716,102,6,54,786.24,CAD
425,12136,105,8,64,1276.16,CAD
426,10372,101,1,91,453.18,CAD
427,12606,103,10,64,126.08,CAD
428,10265,102,5,72,718.56,CAD
429,10654,106,4,1,27.0,CAD
430,11988,101,10,48,94.56,CAD
431,11314,105,2,52,295.88,CAD
432,13605,106,5,75,748.5,CAD
433,10195,104,2,21,119.49,CAD
434,12806,101,10,8,15.76,CAD
435,12576,104,10,28,55.16,CAD
436,11384,103,4,6,162.0,CAD
437,10266,106,1,47,234.06,CAD
438,13486,103,7,32,101.44,CAD
439,12977,102,9,42,120.96,CAD
440,10890,106,7,46,145.82,CAD
441,12256,101,10,22,43.34,CAD
442,11855,106,7,71,225.07,CAD
443,10807,106,4,61,1647.0,CAD
444,11687,102,6,33,480.48,CAD
445,12207,101,4,24,648.0,CAD
446,12589,101,3,57,266.76,CAD
447,11370,104,7,85,269.45,CAD
448,11201,104,7,61,193.37,CAD
449,13272,101,10,68,133.96,CAD
450,12242,103,9,5,14.4,CAD
451,10638,106,2,56,318.64,CAD
452,11437,103,7,91,288.47,CAD
453,13273,105,1,41,204.18,CAD
454,12529,105,4,95,2565.0,CAD
455,10505,102,7,72,228.24,CAD
456,12035,102,10,65,128.05,CAD
457,11272,106,10,34,66.98,CAD
458,13711,105,6,59,859.04,CAD
459,10728,105,8,82,1635.08,CAD
460,13429,105,2,30,170.7,CAD
461,13092,102,4,16,432.0,CAD
462,11973,101,10,37,72.89,CAD
463,11659,106,8,78,1555.32,CAD
464,13745,105,4,66,1782.0,CAD
465,10853,105,5,31,309.38,CAD
466,11502,101,5,37,369.26,CAD
467,11187,104,4,28,756.0,CAD
468,13685,104,6,56,815.36,CAD
469,13079,105,4,3,81.0,CAD
470,12386,104,6,53,771.68,CAD
471,11304,104,1,72,358.56,CAD
472,11306,102,10,73,143.81,CAD
473,11488,104,10,68,133.96,CAD
474,11964,103,8,42,837.48,CAD
475,13737,103,2,79,449.51,CAD
476,13391,105,3,70,327.6,CAD
477,10311,106,7,21,66.57,CAD
478,12808,104,2,24,136.56,CAD
479,11233,105,1,78,388.44,CAD
480,10588,102,3,45,210.6,CAD
481,11173,102,6,35,509.6,CAD
482,11330,102,5,22,219.56,CAD
483,11827,103,3,96,449.28,CAD
484,11946,104,9,96,276.48,CAD
485,11924,103,4,55,1485.0,CAD
486,13542,101,4,20,540.0,CAD
487,12176,106,6,95,1383.2,CAD
488,11223,103,9,49,141.12,CAD
489,11005,104,1,85,423.3,CAD
490,10771,102,6,69,1004.64,CAD
491,11090,105,8,97,1934.18,CAD
492,10901,103,3,38,177.84,CAD
493,13428,105,3,3,14.04,CAD
494,12738,101,1,50,249.0,CAD
495,11904,106,1,85,423.3,CAD
496,13364,106,4,75,2025.0,CAD
497,10176,104,1,8,39.84,CAD
498,10967,104,4,53,1431.0,CAD
499,11191,103,8,8,159.52,CAD
500,11874,102,8,52,1036.88,CAD
